anio,numero,asignatura,tema,enunciado,opcion_1,opcion_2,opcion_3,opcion_4,respuesta_correcta
2018,174,Bioquímica y Biología Molecular,Procesos Moleculares,En el modelo de la doble hélice de DNA propuesto por Watson y Crick:,Las dos hebras del DNA tienen distinto contenido en G+C.,La estructura depende de la secuencia de nucleótidos.,La distancia entre los C1’ en los pares de nucleótidos es constante.,Las dos hebras del DNA tienen la secuencia inversa.,3
2018,176,Bioquímica y Biología Molecular,Procesos Moleculares,En la reacción en cadena de la polimerasa (PCR):,Se requieren cebadores de RNA.,Los cebadores son prolongados desde su extremo 3’.,Se requieren didesoxinucleótidos (ddNTPs).,Se requiere la acción de una helicasa.,2
2018,177,Microbiología y Parasitología,Bacteriología,Las cianobacterias:,Tienen cloroplastos.,Realizan fotosíntesis anoxigénica.,Se conocen también como bacterias rojas.,Su sistema fotosintético contiene clorofila a.,4
2018,178,Microbiología y Parasitología,Bacteriología,En la tinción de Ziehl-Niessen o ácido alcohol resistente:,El colorante primario o fundamental es el cristal violeta.,Hay que aplicar calor para permitir la entrada del colorante fundamental.,El agente diferencial es el óxido nítrico.,Las bacterias gram negativas resisten a la decoloración.,2
2018,179,Inmunología,Inmunidad Adaptativa,Las biopelículas microbianas:,Siempre están formadas por bacterias de una sola especie.,Protegen a las bacterias que la forman del ataque del sistema inmunitario.,Tienen como componente mayoritario las proteínas extracelulares.,No se pueden observar al microscopio sin destruir su estructura tridimensional.,2
2018,180,Microbiología y Parasitología,Antimicrobianos y Resistencias,¿Cuál de estos mecanismos NO está implicado en la resistencia bacteriana a los antibióticos?:,Alteración de su diana.,Inactivación enzimática.,Secuestro intracelular.,Bombeo extracelular.,3
2018,181,Microbiología y Parasitología,Bacteriología,La prueba de la reducción de los nitratos a nitritos se utiliza para la identificación de bacterias entéricas y se trata de un proceso de generación de energía mediante:,Fermentación.,Quimiolitotrofía.,Respiración aeróbica.,Respiración anaeróbica.,4
2018,182,Microbiología y Parasitología,Bacteriología,Se determina si una especie bacteriana realiza la fermentación ácido-mixta mediante:,La prueba del citrato.,Los reactivos de Voges-Proskauer.,El indicador de pH rojo de metilo.,La prueba de producción de indol.,3
2018,183,Fisiología y Anatomía,Endocrino y Reproductor,Contribuye al bloqueo de la poliespermia:,Reacción de zona del ovocito.,Adhesión del espermatozoide a las proteínas ZP.,Capacitación del espermatozoide.,Reducción del calcio libre intracelular en el ovocito.,1
2018,184,Microbiología y Parasitología,Bacteriología,El chancroide o chancro blando es una enfermedad de transmisión sexual causada por:,Treponema pallidum.,Haemophilus ducreyi.,Chlamydia trachomatis.,Neisseria gonorrhoeae.,2
2018,185,Microbiología y Parasitología,Bacteriología,Los procesos generadores de energía en los microorganismos quimioorganotrofos son:,"Respiración aeróbica, anaeróbica y quimiolitotrófica.","Fermentación, respiración aeróbica y anaeróbica.",Respiración quimiolitotrófica y fotosintética.,Respiración aeróbica y fermentación.,2
2018,187,Microbiología y Parasitología,Bacteriología,"Entre las infecciones causadas por Campylobacter jejuni, un bacilo gram negativo, se encuentran:",Otitis.,Fiebres tifoideas.,Tifus.,Gastroenteritis.,4
2018,188,Microbiología y Parasitología,Bacteriología,Las colonias de Staphylococcus aureus crecen en el medio de cultivo agar Baird Parker como colonias:,Negras rodeadas de un halo transparente.,Rodeadas de un halo de precipitado sobre fondo rojo.,De color rosa blanquecino.,De color verde-brillante.,1
2018,189,Microbiología y Parasitología,Bacteriología,¿Cuál es la función de bactoprenol?:,Transportar los precursores del peptidoglicano a través de la membrana plasmática.,Impedir que a los antibióticos betalactámicos degraden la pared bacteriana en microorganismos resistentes.,Sintetizar el ácido N-acetilmurámico.,Catalizar la formación de enlaces en el tetrapéptido del glicano durante la síntesis del peptidoglicano.,1
2018,190,Microbiología y Parasitología,Bacteriología,¿Cuál es el medio de cultivo recomendado para la realización de un antibiograma?:,TSA (agar de soja tríptico).,Kirby-Bauer.,Mueller-Hinton.,BHI (agar cerebro corazón).,3
2018,191,Microbiología y Parasitología,Bacteriología,El complejo calcio-ácido dipicolínico:,Sirve para el almacenamiento de carbono en la célula en forma de inclusión.,"Es característico de la endospora bacteriana, favoreciendo la deshidratación.",Es uno de los componentes fundamentales de la pared de mixobacterias.,Es fundamental para la formación de prostecas.,2
2018,192,Microbiología y Parasitología,Bacteriología,"El lípido A, endotoxina responsable de algunos de los síntomas gastrointestinales provocados por microorganismos patógenos, es típico de:",Bacterias gram positivas.,Bacterias gram negativas.,Arqueas.,Micoplasmas.,2
2018,193,Microbiología y Parasitología,Antimicrobianos y Resistencias,Es un betalactámico:,Amoxicilina.,Cloranfenicol.,Actinomicina.,Trimetoprim.,1
2018,194,Microbiología y Parasitología,Bacteriología,Puede formar esporas:,Pseudomonas aeruginosa.,Staphylococcus aureus.,Bacillus anthracis.,Legionella pneumophila.,3
2018,195,Microbiología y Parasitología,Bacteriología,Suele causar patologías cutáneas:,Neisseria meningitidis.,Salmonella entérica.,Streptococcus pyogenes.,Bifidobacterium bifidum.,3
2018,196,Microbiología y Parasitología,Bacteriología,Puede causar meningitis en niños:,Neisseria gonorrhoeae.,Haemophilus influenzae.,Helicobacter pylori.,Candida albicans.,2
2018,197,Microbiología y Parasitología,Micología,¿Qué enfermedad NO produce un patógeno fúngico?:,Criptococosis.,Blastomicosis.,Candidiasis.,Tripanosomiasis.,4
2018,198,Microbiología y Parasitología,Micología,Una micorriza es:,Una simbiosis entre un hongo y la raíz de una planta.,Un hongo patogénico en humanos que afecta principalmente a las raíces de las uñas.,Una levadura usada en la elaboración de ciertos panes.,Un grupo de hongos responsables de la degradación de la madera.,1
2018,199,Fisiología y Anatomía,Renal y Digestivo,¿A qué órgano afecta la aspergilosis?:,Pulmón.,Hígado.,Riñón.,Piel.,1
2018,200,Microbiología y Parasitología,Micología,Puede causar patología grave en pacientes inmunodeprimidos:,Saccharomyces cerevisiae.,Rhizopus nigricans.,Asthrospira platensis.,Aspergillus fumigatus.,4
2018,201,Microbiología y Parasitología,Micología,Se suele encontrar en la pared celular de los hongos:,Peptidoglucano.,Quitina.,Almidón.,Cutina.,2
2018,202,Microbiología y Parasitología,Virología,Virus que se replica en el citoplasma celular:,Viruela.,Gripe.,Herpes simple de tipo 1.,Adenovirus.,1
2018,204,Microbiología y Parasitología,Virología,Virus que produce(n) ictericia al infectar humanos:,El de las paperas.,Los rotavirus.,El de la hepatitis A.,Los coronavirus.,3
2018,205,Microbiología y Parasitología,Virología,Virus que expresa una retrotranscriptasa para replicarse:,El de la hepatitis B.,El de la viruela.,El del dengue.,El herpes simple de tipo 1.,1
2018,206,Microbiología y Parasitología,Virología,Los determinantes antigénicos que establecen la nomenclatura de los virus de la gripe de tipo A pertenecen a:,La proteína de fusión F.,Las proteínas hemaglutinina y neuraminidasa.,La proteína G.,La nucleoproteína NP y la proteína de la matriz M1.,2
2018,207,Inmunología,Inmunidad Adaptativa,La vacuna triple vírica del calendario vacunal infantil español protege frente a:,"Rotavirus, adenovirus y coronavirus.","Virus de las paperas, la rubeola y el sarampión.","Virus de la hepatitis A, la hepatitis B y el sarampión.","Virus de la gripe, respiratorio sincitial y adenovirus.",2
2018,208,Bioquímica y Biología Molecular,Metabolismo Energético,¿Cuál de los siguientes compuestos NO pertenece a la familia de los eicosanoides?:,Esteroides.,Tromboxanos.,Prostaglandinas.,Leucotrienos.,1
2018,210,Microbiología y Parasitología,Virología,Molécula central de la clasificación de Baltimore en la que convergen los distintos tipo de virus:,ADN de doble cadena.,ADN de cadena simple.,ARN de doble cadena.,ARN mensajero.,4
2018,212,Microbiología y Parasitología,Virología,Virus que nunca requiere(n) de ningún elemento de la maquinaria nuclear para replicarse:,El de la gripe de tipo B.,El de Epstein-Barr.,El bacteriófago T4.,Los picornavirus.,3
2018,213,Microbiología y Parasitología,Virología,¿Qué virus de los siguientes se sospecha primero en caso de gastroenteritis?:,El parvovirus.,El de la hepatitis B.,El norovirus.,El de la varicela.,3
2018,215,Bioquímica y Biología Molecular,Procesos Moleculares,Característica común a los poliomavirus:,Son de ARN.,Pueden producir tumores.,Causan encefalitis.,Pueden producir fiebres hemorrágicas.,2
2018,216,Microbiología y Parasitología,Virología,¿Cuál de los siguientes virus codifica una poliproteína que requiere un procesamiento proteolítico para generar sus proteínas?:,El de la gripe.,El de la polio.,El respiratorio sincitial.,El de la rabia.,2
2018,217,Fisiología y Anatomía,Renal y Digestivo,Los picos de fiebre a intervalos sincronizados de la malaria son por:,Ruptura de los eritrocitos del hospedador y liberación de merozoitos.,Ruptura del esquizonte hepático y liberación de toxinas.,Liberación de la hemozoina.,Reactivación de los hipnozoitos.,1
2018,218,Microbiología y Parasitología,Parasitología,La triquinosis se produce por un:,Nematodo.,Cestodo.,Protozoo.,Trematodo.,1
2018,219,Microbiología y Parasitología,Parasitología,¿Cómo se conoce también la tripanosomiasis americana?:,Enfermedad del sueño.,Paludismo.,Kala-azar.,Enfermedad de Chagas.,4
2018,220,Microbiología y Parasitología,Parasitología,¿Qué enfermedad produce el Plasmodium vivax?:,Leishmaniosis.,Malaria.,Toxoplasmosis.,Tricomoniasis.,2
2018,221,Microbiología y Parasitología,Parasitología,En el ciclo asexual de Plasmodium falciparum ¿qué dos fases se pueden diferenciar?:,Hemática y hepática.,Hemática y renal.,Intestinal y cerebral.,Renal y cerebral.,1
2018,222,Bioquímica y Biología Molecular,Bioquímica Clínica,Para el análisis cualitativo de azúcares reductores se emplea la reacción de:,Fehling.,Edman.,Lowry.,Biuret.,1
2018,223,Biología Celular e Histología,"Orgánulos, Citoesqueleto y Matriz",El filamento del flagelo procariota está formado por:,Axonema (9 pares de microtúbulos y un par central).,La unión de varias copias de pilina.,Subunidades de actina.,Muchas copias de flagelina.,4
2018,224,Hematología,Serie Blanca y Neoplasias,Está asociado a la aparición de linfomas:,Adenovirus.,Virus de la hepatitis C.,Papilomavirus 16.,Virus de Epstein-Barr.,4
2018,225,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",¿Cuál de las siguientes enzimas de restricción producirá extremos cohesivos 3’ salientes (“/” indica el sitio de corte)?:,BspDI (AT/CGAT).,BamHI (G/GATCC).,EcoRV (GAT/ATC).,ApaI (GGGCC/C).,4
2018,226,Microbiología y Parasitología,Parasitología,Los caracoles son hospedadores de:,Echinococcus.,Anisakidae.,Taenia.,Schistosoma.,4
2018,227,Genética,Genética Mendeliana y Herencia,¿Cuál de las siguientes enfermedades NO tiene una herencia ligada al cromosoma X?:,Distrofia muscular de Duchenne.,Hemofilia.,Síndrome de Rett.,Síndrome de Marfan.,4
2018,228,Biología Celular e Histología,Membrana y Tráfico,Las gotas lipídicas:,Se forman a partir del complejo de Golgi.,Se liberan por exocitosis.,Son osmóticamente activas.,Están delimitadas por una monocapa de fosfolípidos y proteínas.,4
2018,229,Fisiología y Anatomía,Cardiovascular y Respiratorio,En una arteriola sistémica hay vasoconstricción por:,Óxido nítrico.,Hipercapnia.,Angiotensina II.,Histamina.,3
2018,230,Fisiología y Anatomía,Sistema Nervioso y Sentidos,Los receptores de glicina:,Tienen 7 segmentos transmembrana.,Se expresan en neuronas de médula espinal.,Permean K+.,"Al potencial de membrana en reposo, están bloqueados por Mg2+.",2
2018,231,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",Las proteínas denominadas forminas generan:,Microtúbulos.,Filamentos de actina.,Filamentos de queratina.,Haces de fibronectina.,2
2018,232,Fisiología y Anatomía,Cardiovascular y Respiratorio,La presión transpulmonar es cero en:,Inspiración en reposo.,Espiración en reposo.,Neumotórax.,Final de un ciclo respiratorio.,3
2018,233,Estadística y Metodología,Bioestadística,Los potenciales de acción:,Pueden sumarse en el espacio y en el tiempo.,Se propagan con decremento.,Incrementan su amplitud con la intensidad del estímulo.,Están mediados por canales sensibles a voltaje.,4
2018,234,Fisiología y Anatomía,Endocrino y Reproductor,El término “adenómero” designa:,Agregado de células endocrinas.,Porción secretora de una glándula multicelular exocrina.,Conjunto de células epiteliales que rodean una cavidad cerrada.,La subdivisión más pequeña del parénquima de un órgano.,2
2018,235,Fisiología y Anatomía,Sistema Nervioso y Sentidos,"En el sistema nervioso central, la mielinización:",Es muy marcada en la sustancia gris.,Se efectúa por astrocitos.,Se efectúa por microglia.,De varios axones se puede efectuar por una misma célula.,4
2020,1,Fisiología y Anatomía,Sistema Nervioso y Sentidos,La velocidad de conducción de un potencial de acción será mayor:,Cuanto mayor sea el diámetro del axón.,En los axones sin mielina.,Cuanto mayor sea la longitud del axón.,Cuanto menor sea el diámetro del axón.,3
2020,2,Fisiología y Anatomía,Sistema Nervioso y Sentidos,Las sinapsis eléctricas se caracterizan por:,Mostrar un retraso sináptico mayor que en las sinapsis químicas.,Utilizar un neurotransmisor para transmitir la información.,Utilizar canales para transmitir la información.,Transmitir la información de manera unidireccional.,4
2020,3,Fisiología y Anatomía,Sistema Nervioso y Sentidos,Los sistemas sensoriales codifican la intensidad de los estímulos en función de:,El tamaño de los potenciales de acción.,La frecuencia de los potenciales de acción.,La velocidad de transmisión del potencial de acción.,La duración del potencial de acción.,3
2020,4,Fisiología y Anatomía,Sistema Nervioso y Sentidos,"En las neuronas receptoras del olfato, las proteínas receptoras de odorantes se localizan en:",El soma neuronal.,Los cilios.,El axón.,La terminal sináptica.,1
2020,5,Fisiología y Anatomía,Sistema Nervioso y Sentidos,Se llama unidad motora:,Al conjunto de una motoneurona alfa y todas las células musculares que inerva.,A un nervio y todos los músculos que inerva.,Al conjunto de músculos que mueven una articulación.,Al conjunto de husos musculares que contiene un músculo.,1
2020,6,Fisiología y Anatomía,Endocrino y Reproductor,Si el mecanismo de acción de una hormona se produce a través de la activación de la fosfolipasa C:,El segundo mensajero implicado es el AMPc.,Se activa primero un receptor intracelular.,Se activa la adenilato ciclasa.,Se induce liberación de Ca2+ de los depósitos intracelulares.,1
